web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1557300516-2746","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CAMHResearch","CAMH Research","A significantly shorter form of #brainstimulation for hard-to-treat #depression could enable up to 4x more people to receive the treatment, finds new study by @CAMHnews, @KrembilRI & @UBCmedicine #onHWShttps://www.ctvnews.ca/health/three-minute-magnetic-brain-stimulation-treatments-can-reduce-depression-symptoms-study-1.3904034 …","1","14","30","1525116250000","12:24 PM - 30 Apr 2018","/CAMHResearch/status/991035499006570496"
"1557300516-2766","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NeuroscienceNew","Neuroscience News","A Better Way to Treat Depression

Researchers have identified a new target for the treatment of major depressive disorder.

#Depression #Psychology #Neurosciencehttp://neurosciencenews.com/depression-treatment-8589/ …","","10","25","1519950933000","4:35 PM - 1 Mar 2018","/NeuroscienceNew/status/969370591798153217"
"1557300516-2850","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@StampStigma","Stamp Out Stigma","Researchers believe yoga could be a feasible treatment option for #depression based on their studies. https://buff.ly/2uj3XrN  #mentalhealthpic.twitter.com/CeZ64Qe6dj","","22","28","1502134449000","12:34 PM - 7 Aug 2017","/StampStigma/status/894642838968905728"
"1557300516-2890","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@KislayOrg","Kislay","#Depression treatment usually involves either a talking therapy or antidepressant medication or a combination of these. #worldhealthday","","35","4","1491564252000","4:24 AM - 7 Apr 2017","/KislayOrg/status/850308220128182273"
"1557300516-2757","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@GMentalHealth","Centre for GMH","Congrats to #CGMH PhD student @TessNRoberts for winning the 2018 @LSHTM Research Degree Poster award! Learn more about her work on PRIME and investigating barriers to treatment-seeking for #depression in Madhya Pradesh, India: https://bit.ly/2G6tR7T","2","5","15","1522057645000","2:47 AM - 26 Mar 2018","/GMentalHealth/status/978206780428779521"
"1557300516-2724","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@TheLancetPsych","The Lancet Psychiatry","New research: Feedback-informed treatment versus usual psychological treatment for #depression and #anxiety: a multisite, open-label, cluster RCT. https://www.thelancet.com/journals/lanpsy/article/PIIS2215-0366(18)30162-7/fulltext …pic.twitter.com/bXecWTvLij","1","36","58","1529622204000","4:03 PM - 21 Jun 2018","/TheLancetPsych/status/1009934842379886595"
"1557300516-3293","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CAMHnews","CAMH","Lots of talk about #depression today. Find out about signs, symptoms, care & treatment, research, resources http://ow.ly/AeX7Z","1","65","8","1407858330000","8:45 AM - 12 Aug 2014","/CAMHnews/status/499220136638025728"
"1557300516-3301","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ConquerWorry","ConquerWorry™","New treatment for #depression shows immediate results: http://news.harvard.edu/gazette/story/2014/07/new-treatment-for-depression-shows-immediate-results/ …","2","15","15","1406683097000","6:18 PM - 29 Jul 2014","/ConquerWorry/status/494290851703431168"
"1557300516-3218","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CaregivingCafe","CaregivingCafe","#Depression and #Alzheimer's | #Caregiver Center | @alzassociation http://buff.ly/1DrLa8v  - Symptoms, Diagnosis, Treatment #Seniors","","3","3","1425043238000","5:20 AM - 27 Feb 2015","/CaregivingCafe/status/571298867255369728"
"1557300516-3144","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@medical_xpress","Medical Xpress","Manipulating molecule in the brain improves stress response, new target for #depression treatment http://medx.cc/356708986","1","10","5","1437505133000","11:58 AM - 21 Jul 2015","/medical_xpress/status/623567842361917440"
"1557300516-2738","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Medscape","Medscape","#APAAM18 News: Vitamin D supplements may be a beneficial treatment for #depression http://ms.spr.ly/6016rFf0i pic.twitter.com/4ytIbXSxFA","2","46","55","1526091001000","7:10 PM - 11 May 2018","/Medscape/status/995123902652321792"
"1557300516-2940","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@vinylarm","The Rising Sun","Men And Depression: Time For More Targeted Treatment  http://m.huffpost.com/uk/entry/13005890 … #MensHealth #Depression #LifeStyle #StopStigma #MentalHealthpic.twitter.com/n4jMFOepHx","","8","9","1480530034000","10:20 AM - 30 Nov 2016","/vinylarm/status/804027357652779008"
"1557300516-3009","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ForrestTalkingT","Elizabeth Forrest","#crosbynet appointments now available for #CBT a practical & proven treatment for #depression & #anxiety please call for more info","1","7","6","1465849256000","1:20 PM - 13 Jun 2016","/ForrestTalkingT/status/742451710250094592"
"1557300516-2927","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ADevotedYogi","A Devoted Yogi","Yoga as a Complementary Treatment of #Depression: Effects of Traits and Moods on Treatment Outcome

https://goo.gl/cidn6p","","6","9","1483300080000","11:48 AM - 1 Jan 2017","/ADevotedYogi/status/815645770858672128"
"1557300516-3385","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MDEdgePsych","MDEdge Psychiatry","Managing #depression in overweight or obese patients. Single, unified treatment plan offers the best chance of success http://bit.ly/G75Et2","1","6","2","1342530145000","6:02 AM - 17 Jul 2012","/MDEdgePsych/status/225213871420481536"
"1557300516-3109","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@flawlessgrats","Flawless Foundation","We don't need biomarkers to diagnose #depression bt they might predict which treatment will be most effective-Dr. Liston #music4brainhealth","","5","6","1442695108000","1:38 PM - 19 Sep 2015","/flawlessgrats/status/645336175566131200"
"1557300516-2957","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@StanfordMed","Stanford Medicine","A game changer for the treatment of #depression?: http://stan.md/2dZC0cL","","14","14","1476298145000","11:49 AM - 12 Oct 2016","/StanfordMed/status/786277526066823170"
"1557300516-2764","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@sindivanzyl","IG sindivanzyl  🇿🇼  🇿🇦","If the #depression is very serious, then you're probably going to need therapy AND medication. 

The medication takes about six weeks to start working. Most times you get worse before you get better. It is always best to take treatment for at least SIX months","5","51","51","1520040357000","5:25 PM - 2 Mar 2018","/sindivanzyl/status/969745660152107009"
"1557300516-3053","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NAMICommunicate","NAMI","#Depression Survival Guide http://owl.li/YdhNx  #MentalHealthAwareness #treatment #support #IAmStigmaFree","","19","10","1455204974000","7:36 AM - 11 Feb 2016","/NAMICommunicate/status/697806357391679488"
"1557300516-3408","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@adhdfacts","Everyday Health","RT @depression: The #depression treatment you haven't heard of http://ow.ly/7oiAZ","","1","1","1320998404000","12:00 AM - 11 Nov 2011","/adhdfacts/status/134903203216105472"
"1557300516-3044","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ADevotedYogi","A Devoted Yogi","Massachusetts General Hospital testing #hotyoga for treatment of #depression

http://bit.ly/1Qs8lEp 

#yogapic.twitter.com/WExMbgXT3r","","15","18","1458013086000","8:38 PM - 14 Mar 2016","/ADevotedYogi/status/709584430352998401"
"1557300516-3209","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","Treatment of #vitaminD deficiency in ppl with #depression may be an easy n cost-effective therapy researchers say: http://bit.ly/1sxH6w4","2","7","8","1426813802000","6:10 PM - 19 Mar 2015","/OrganicLiveFood/status/578725148620095488"
"1557300516-3418","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AstraZenecaUS","AstraZenecaUS","AZ is investigating drug therapy treatment with clinical trial in #depression. To participate visit http://www.YourOutlookStudy.com","","1","","1308747736000","6:02 AM - 22 Jun 2011","/AstraZenecaUS/status/83520176896737280"
"1557300516-3266","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MayoClinic","Mayo Clinic","T7: Many men ignore or refuse treatment for #depression. Learn signs and symptoms — and what to do. http://mayocl.in/1uEQm6q  #abcDrBchat","2","34","13","1416336937000","10:55 AM - 18 Nov 2014","/MayoClinic/status/534781993318612993"
"1557300516-3175","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ABCscience","ABC Science","#mindfulness changes the brain & treatment for #depression 
http://www.abc.net.au/radionational/programs/allinthemind/on-being-mindful/6449522@mindfulinmay … @OMC_mindfulness @RadioNational","1","4","4","1431644404000","4:00 PM - 14 May 2015","/ABCscience/status/598986162288525312"
"1557300516-2943","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@HarvardHealth","Harvard Health","An approach to therapy that may make #depression treatment more accessible: http://hvrd.me/3Yfn303GdL0  #HarvardHealthpic.twitter.com/cFjDSCS2Pa","3","61","56","1480059031000","11:30 PM - 24 Nov 2016","/HarvardHealth/status/802051827843874816"
"1557300516-2813","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@TalkStigma","JoinTheConversation","Some patients seeking treatment for #anxiety or #depression may actually have an underlying medical condition http://nyti.ms/2uFEwfk","6","6","11","1508680501000","6:55 AM - 22 Oct 2017","/TalkStigma/status/922098970612191233"
"1557300516-2824","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WHONigeria","WHO Nigeria","At least 50% of people with #depression do not receive #treatment. #WorldMentalHealthDay2017 http://bit.ly/2hvBppi pic.twitter.com/uGGPjy0cw6","1","56","57","1507624813000","1:40 AM - 10 Oct 2017","/WHONigeria/status/917671096098443265"
"1557300516-2663","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@EikoFried","Eiko Fried","New blog post on a recent clinical trial using #Ketamine as #depression treatment, together with the amazing @drlucyjrobinson. We also discuss challenges of the Ketamine literature in general.https://eiko-fried.com/the-myth-of-the-miracle-cure-is-ketamine-an-efficacious-antidepressant/ …","4","13","28","1547659418000","9:23 AM - 16 Jan 2019","/EikoFried/status/1085588398960754692"
"1557300516-2750","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@kpthrive","Thrive with KP","#Depression is common, and treatment works. In fact, according to Mental Health America, 80 percent of people who are treated for depression improve — and reaching out for support is the first step. #FindYourWords http://k-p.li/2GyS7fG pic.twitter.com/MFArEejsFg","1","20","20","1523390886000","1:08 PM - 10 Apr 2018","/kpthrive/status/983798799616303106"
"1557300516-3348","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@abclifeau","ABC Life","Understanding the different types of #depression is essential to ensuring those with symptoms get the right treatment http://bit.ly/1dy9UwQ","","7","4","1374094820000","2:00 PM - 17 Jul 2013","/abclifeau/status/357605711372488705"
"1557300516-2881","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@michaelnultyaut","Michael Nulty-Author","No two people are affected the same way by #depression and there is no ""one-size-fits-all"" treatment. Find the one that works best for you. pic.twitter.com/paof5bE4qF","","6","12","1492915260000","7:41 PM - 22 Apr 2017","/michaelnultyaut/status/855974757669449728"
"1557300516-2930","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@healthfinder","healthfinder.gov","A3: #Depression is a real illness, and treatment can help — so talk with a doctor about how you feel: https://healthfinder.gov/HealthTopics/Category/doctor-visits/screening-tests/talk-with-your-doctor-about-depression#the-basics_1 … #MHAchathttps://twitter.com/MentalHealthAm/status/809479173601423361 …","1","10","11","1481829940000","11:25 AM - 15 Dec 2016","/healthfinder/status/809479559305433088"
"1557300516-3177","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CleClinicMD","Cleveland Clinic MD","Treatment for spinal disease has positive effects on #depression, other mental health distress http://cle.clinic/1cUxnzh pic.twitter.com/zxftrxH7P7","1","32","29","1431571861000","7:51 PM - 13 May 2015","/CleClinicMD/status/598681897087082496"
"1557300516-2901","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@medical_xpress","Medical Xpress","Playing to beat the blues: Video games viable treatment for #depression http://medx.cc/409803752","","25","36","1490599361000","12:22 AM - 27 Mar 2017","/medical_xpress/status/846261172919816192"
"1557300516-3032","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Active_Minds","Active Minds","Every dollar spent on better treatment of #anxiety and #depression produces a return of $4: http://www.reuters.com/article/us-health-economy-mental-idUSKCN0X92W1 …","1","16","18","1460721921000","5:05 AM - 15 Apr 2016","/Active_Minds/status/720946109653377024"
"1557300516-2841","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ADevotedYogi","A Devoted Yogi","Yoga as a Complementary Treatment of #Depression: Effects of Traits and Moods on Treatment Outcome

https://goo.gl/cidn6p","","9","13","1504058543000","7:02 PM - 29 Aug 2017","/ADevotedYogi/status/902713075371048961"
"1557300516-2946","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MEHEP4U","MentalHealthPlatform","The Roller Coaster Ride of Treatment Resistant Depression - #Depression #MentalHealth  https://themighty.com/2016/11/what-its-like-to-have-treatment-resistant-depression/?utm_source=share-bar&utm_medium=twitter&utm_campaign=sumome_share … via @themightysite","1","9","7","1478806721000","11:38 AM - 10 Nov 2016","/MEHEP4U/status/796799257147834371"
"1557300516-2733","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@TheBJPsych","BJPsych","#psilocybin for #depression #MagicMedicine
“The potential to revolutionise treatment of depression & Psychiatry” - @RCarhartHarris 
“The birth of a new era in psychiatry” - @ProfDavidNutt 

Interesting integration with talking therapieshttps://twitter.com/thebjpsych/status/1004043474981801984 …","3","15","21","1528223475000","11:31 AM - 5 Jun 2018","/TheBJPsych/status/1004068147756924929"
"1557300516-3240","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","How drug-induced #depression undermines effectiveness of #drug treatment n more US soldiers die of suicide/not combat http://bit.ly/1CZtm24","","11","5","1421552962000","7:49 PM - 17 Jan 2015","/OrganicLiveFood/status/556659586737123329"
"1557300516-3397","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@picardonhealth","André Picard","Treatment wait times soar in #depression capital by @shelleylpage http://www.ottawacitizen.com/news/Treatment%20wait%20times%20in%20%E2%80%98depression%20capital%E2%80%99%20have%20now%20grown%20to%20one%20year/6722874/story.html … via @ottawacitizen #mentalhealth","","3","","1338807111000","3:51 AM - 4 Jun 2012","/picardonhealth/status/209598333734498305"
"1557300516-2701","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@UHN","University Health Network","In collaboration with @UBC and @CAMHnews, the team at UHN's Centre for Mental Health is on a mission to make rTMS a quicker, cheaper and more mobile treatment option for people with hard-to-treat #depression. 

Read more → http://bit.ly/2CmgsXU  #MentalHealthMatterspic.twitter.com/qLV9FIHoeV","","20","46","1536155699000","6:54 AM - 5 Sep 2018","/UHN/status/1037338306097410049"
"1557300516-2909","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@michaelnultyaut","Michael Nulty-Author","No two people are affected the same way by #depression and there is no ""one-size-fits-all"" treatment. Find the one that works best for you.","1","9","26","1487299160000","6:39 PM - 16 Feb 2017","/michaelnultyaut/status/832419127260225537"
"1557300516-2919","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CleClinicMD","Cleveland Clinic MD","Ketamine could improve treatment-resistant #depression symptoms within 24 hours http://cle.clinic/2gDdz64 pic.twitter.com/JQgZjBwSbo","","37","47","1484630040000","9:14 PM - 16 Jan 2017","/CleClinicMD/status/821224027918200833"
"1557300516-2614","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@APAPubFocus","Focus: Journal of Lifelong Learning in Psychiatry","A new review describes the epidemiology and treatment of #substanceuse disorders with co-occurring #mentalillness, with a focus on major #depression, #anxiety disorders, and #ADHD.
http://bit.ly/2VFNJFG pic.twitter.com/G7Xr1RjZH4","1","5","9","1557239401000","7:30 AM - 7 May 2019","/APAPubFocus/status/1125769761571270656"
"1557300516-2955","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MayoClinic","Mayo Clinic","Help a family member or friend dealing with #depression get treatment and find resources. http://mayocl.in/2dVsNnl pic.twitter.com/yEeM2yJSEU","1","56","57","1476623041000","6:04 AM - 16 Oct 2016","/MayoClinic/status/787640239204564992"
"1557300516-3268","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@patientslikeme","PatientsLikeMe","#Depression is a real medical illness & pursuing treatment is nothing to be embarrassed about http://shout.lt/KsRP","2","10","6","1415559632000","11:00 AM - 9 Nov 2014","/patientslikeme/status/531521737574612992"
"1557300516-2859","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@medical_xpress","Medical Xpress","Old antibiotic could form new #depression #treatment http://medx.cc/419672393","","9","4","1500468013000","5:40 AM - 19 Jul 2017","/medical_xpress/status/887653301071818752"
"1557300516-3089","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@_carrienet_","Carrie","The Silent Treatment. The silent treatment is one of the most common forms of http://www.carrienet.com/the-silent-treatment/ … #depression pic.twitter.com/Gb29WkHGwP","1","9","12","1444920306000","7:45 AM - 15 Oct 2015","/_carrienet_/status/654669333193322496"
"1557300516-2828","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@womenshealth","womenshealth.gov","HCPs: Women are more likely than men to have #depression. Screening is the first step to treatment. https://go.usa.gov/xRSga  #NDSDpic.twitter.com/kx7hli3sSa","2","21","17","1507234322000","1:12 PM - 5 Oct 2017","/womenshealth/status/916033256600023040"
"1557300516-3151","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@IntlBipolar","International Bipolar Foundation","Researchers seek to improve #bipolar #depression & depression #treatment, and learn the difference http://dld.bz/dK5UG  #mentalhealth","","7","6","1436630421000","9:00 AM - 11 Jul 2015","/IntlBipolar/status/619899032681467904"
"1557300516-3147","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","How drug-induced #depression undermines effectiveness of #drug treatment n more US soldiers die of suicide/not com… http://bit.ly/1CZtm24","2","11","6","1437187669000","7:47 PM - 17 Jul 2015","/OrganicLiveFood/status/622236303367778304"
"1557300516-2963","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ONTSpecialNeeds","ONTSpecialNeeds","3.2 Million teens in Canada are at risk of developing #depression. Treatment can help 80% of the time but ONLY 1 in 5 receive help.","","9","10","1475025061000","6:11 PM - 27 Sep 2016","/ONTSpecialNeeds/status/780937824002453504"
"1557300516-2912","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BradleyHospital","Bradley Hospital","According to a new study, teens who sought treatment earlier saw less clinical #depression later in adolescence. http://bit.ly/2jRUD52","","22","13","1485882121000","9:02 AM - 31 Jan 2017","/BradleyHospital/status/826475634117349376"
"1557300516-2716","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NeuroscienceNew","Neuroscience News","Lack of a Single Molecule May Indicate Severe and Treatment Resistant Depression
https://neurosciencenews.com/lac-depression-9633/ …
Patients with a particular type of depression have decreased blood levels of the molecule LAC, a finding that may lead to improved diagnosis and treatment of  MDD. #depression","","16","37","1532978410000","12:20 PM - 30 Jul 2018","/NeuroscienceNew/status/1024011788281688064"
"1557300516-3430","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BrainworksRehab","Brainworks Rehab","Explaining functional outcomes in #depression treatment: a multilevel modelling approach http://ow.ly/2NPOC","","","1","1286222418000","1:00 PM - 4 Oct 2010","/BrainworksRehab/status/26391072024"
"1557300516-3458","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@surfingblondie","Shayna Pulley","Non-medication treatment information for #depression  http://tinyurl.com/d3ruyg","","","","1237516870000","","/surfingblondie/status/1358162940"
"1557300516-3050","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@akhuthera","Akhu Therapeutics","What are you most likely to do given a situation in which a therapeutic treatment for #depression has failed you?","","974","971","1455762878000","6:34 PM - 17 Feb 2016","/akhuthera/status/700146375493681152"
"1557300516-2885","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MaryanneDemasi","Dr Maryanne Demasi","UN: Psychotropic meds as first line treatment for mild/moderate #depression is not supported by the evidence http://www.ohchr.org/EN/NewsEvents/Pages/DisplayNews.aspx?NewsID=21484&LangID=E … #SSRIspic.twitter.com/Sbbw46Vmiz","5","27","47","1491901121000","1:58 AM - 11 Apr 2017","/MaryanneDemasi/status/851721151302598656"
"1557300516-3132","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","How drug-induced #depression undermines effectiveness of #drug treatment n more US soldiers die of suicide/not com… http://bit.ly/1CZtm24","1","7","4","1439866075000","7:47 PM - 17 Aug 2015","/OrganicLiveFood/status/633470350806884352"
"1557300516-3441","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@PsychBrownBag","Mike Anestis, Ph.D.","http://bit.ly/ZlAzW - Predicting who will respond to a particular treatment for #depression.  #psychology #mentalhealth","","","","1250092087000","8:48 AM - 12 Aug 2009","/PsychBrownBag/status/3267248358"
"1557300516-3191","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@menhealuk","MEN HEAL","#DepressionAwarenessWeek Factoids: #Depression has multiple causes. There is no single treatment that works for everyone.","","7","6","1429548843000","9:54 AM - 20 Apr 2015","/menhealuk/status/590196742768955392"
"1557300516-2987","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@UTHealth","UTHealth","Dr. Jair Soares and his team are researching therapies for treatment-resistant #depression. #ManyFacesOfUTHealthpic.twitter.com/Ez1uJ4HAQE","","1","7","1469474870000","12:27 PM - 25 Jul 2016","/UTHealth/status/757658638475366400"
