,%Strength,Class,Pretend,care,created_at,date,daughter,description,df,draw,eat,educ,famili,favorite_count,followers_count,friends_count,haha,health,hello,help,id,id_str,ill,impress,let,listed_count,location,love,lunch,mayb,peopl,pictur,rent,retweet_count,retweeted,rock,shes,statuses_count,text,that,time,time_zone,toe,trentreznor,umbrella,user,wanna,watch
391,91.36257767677307,Relational,,,Tue Mar 26 14:44:00 +0000 2019,,,"A ginger,planet lover,road tripper,enthusiastic mom & wife,feminist,dreamer ,optimist ,seeking peace,healthcare & equality for all. Blocked by @Dloesch #Resist",0,,,,,0,1678,2505,0.05531194433569908,,0.06531605124473572,,1110552991520555008,1110552991520555008,,0.06529425084590912,,1,PNW,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,7825,RT @michelleinbklyn: The media's biggest failure in Russiagate is letting Trump get away with pretending to be exonerated by a four-page le…,0.10056494921445847,,,,0.04018070921301842,,Summitlovechild,0.05528955161571503,0.059357237070798874
392,82.68449902534485,Relational,,,Tue Mar 26 14:44:00 +0000 2019,,,"#OSR #DnD #RPG enthusiast👾🎲
I made a thing on RPG Now!
https://t.co/bDz3fbyK00",0,,,,,0,808,796,0.05531194433569908,,0.06531605124473572,,1110552991713509376,1110552991713509376,,0.06529425084590912,,9,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2355,"@HungryScribbler As a Christian, I feel really sad when a Christian does not stand up for what is right and what is… https://t.co/WBz7r7bbxT",0.10056494921445847,,,,0.04018070921301842,,zmadpoet,0.05528955161571503,0.059357237070798874
393,86.61506175994873,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,C'est la vie,0,,,,,0,1894,107,0.05531194433569908,,0.06531605124473572,,1110552991952592896,1110552991952592896,,0.06529425084590912,,9,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,8547,She wants to have a project with him with a sad ending. #GabXine's story would be a perfect fit for them to test th… https://t.co/r4cfpCRHZk,0.10056494921445847,,,,0.04018070921301842,,bybydk,0.05528955161571503,0.059357237070798874
394,78.66242527961731,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,USC ➡️ Winthrop,0,,,,,0,879,648,0.05531194433569908,,0.06531605124473572,,1110552992028209152,1110552992028209152,,0.06529425084590912,,1,803,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,18003,"RT @asiajfrench: We really need to talk more about high functioning depression. 

I have almost always manipulated myself into thinking I w…",0.10056494921445847,,,,0.04018070921301842,,jordxnmccoy,0.05528955161571503,0.059357237070798874
395,92.14596152305603,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,"Subscribe to Pewdiepie http://youtube.com/user/PewDiePie

also @ClutchChairz affiliate! http://usa.clutchchairz.com/?wpam_id=5",0,,,,,0,91,256,0.05531194433569908,,0.06531605124473572,,1110552993081053184,1110552993081053184,,0.06529425084590912,,0,"Rome, Lazio",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,5615,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0.10056494921445847,,,,0.04018070921301842,,xXxDuckLoverxXx,0.05528955161571503,0.059357237070798874
396,86.45198941230774,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,,0,,,,,0,86,118,0.05531194433569908,,0.06531605124473572,,1110552993462734848,1110552993462734848,,0.06529425084590912,,1,South Africa,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,783,@JacksonMthembu_ Sincere and heartfelt condolences to you and yours butiJackson. May you find peace and comfort in… https://t.co/2vM8AhFOSE,0.10056494921445847,,,,0.04018070921301842,,Anzo26,0.05528955161571503,0.059357237070798874
397,89.99843001365662,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,Hey there random stranger! Welcome to my Twitter account!,0,,,,,0,80,333,0.05531194433569908,,0.06531605124473572,,1110552994498510850,1110552994498510850,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,90,RT @grandayy: The Copyright Directive including Article 13 has just been approved by EU Parliament. A vote for amending and improving it wa…,0.10056494921445847,,,,0.04018070921301842,,AdrianIsDrawing,0.05528955161571503,0.059357237070798874
398,91.63597226142883,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,ʟᴀᴛᴛᴇ sᴄʀᴇᴍᴀᴛᴏ ғᴏʀ ᴇᴠᴇʀʏᴏɴᴇ's ᴄᴏғғᴇᴇ ᴀɴᴅ ᴛʜᴇ ᴇɴᴅʟᴇss ᴅʀᴜɢ ғᴏʀ ʜɪs ６ᴜɴʙɪᴏʟᴏɢɪᴄᴀʟ ʙʀᴏᴛʜᴇʀs ᴀɴᴅ ᴀʟsᴏ ᴛʜᴇ ᴀʀᴍʏ; ᴛʜᴇʏ ᴄᴀɴɴᴏᴛ ᴜɴʟᴏᴠᴇ ᴊᴜɴɢᴋᴏᴏᴋ. @nmjhatori? ᴍɪɴᴇ!,0,,,,,0,13869,12648,0.05531194433569908,,0.06531605124473572,,1110552994515345408,1110552994515345408,,0.06529425084590912,,6,#FΔVOR ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,59410,"RT @Aldysuhanda1: I am anxiety
I am depression
I am fear
I am pain
I am doubt
I am lonely
I am broken
I am lost
I am sad
I am panic

Have y…",0.10056494921445847,,,,0.04018070921301842,,jeonkukrl,0.05528955161571503,0.059357237070798874
399,49.29554462432861,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,out here living,0,,,,,0,203,119,0.05531194433569908,,0.06531605124473572,,1110552993181638656,1110552993181638656,,0.06529425084590912,,1,Atlanta,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,12855,RT @mrgoodbeard__: Y’all got a weird obsession with depression on here. https://t.co/yH7KuGpYaO,0.10056494921445847,,,,0.04018070921301842,,ericsnooze,0.05528955161571503,0.059357237070798874
400,88.56112957000732,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,“No man has a good enough memory to be a successful liar” ― Abraham Lincoln (Married).,0,,,,,0,3293,5002,0.05531194433569908,,0.06531605124473572,,1110552994972684290,1110552994972684290,,0.06529425084590912,,1,United States,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,84578,"RT @AngrierWHStaff: I’ve seen Trump do a lot of stupid things, but having DOJ step all over his brief win with the Barr memo might take the…",0.10056494921445847,,,,0.04018070921301842,,lorenza71319,0.05528955161571503,0.059357237070798874
401,86.6205096244812,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,"Zet/23/he/they // I mainly follow artists, sorry // #ESO PC NA @igniszet // http://ko-fi.com/grimas ✨ 🏳️‍🌈Portfolio: http://grimartem.tumblr.com",0,,,,,0,1245,252,0.05531194433569908,,0.06531605124473572,,1110552995526311936,1110552995526311936,,0.06529425084590912,,18,Sotha Sil's leggy,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,28910,@KlumeGloomy Afraid of a confident and strong woman? So sad,0.10056494921445847,,,,0.04018070921301842,,Ald__Sotha,0.05528955161571503,0.059357237070798874
402,76.2061059474945,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,"| Tourist! 🌍 || Renewable Energy Engineer & Activist || No tricks, just Skills and Thrills |",0,,,,,0,1605,969,0.05531194433569908,,0.06531605124473572,,1110552996293853184,1110552996293853184,,0.06529425084590912,,4,"Manchester, England",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,21439,@__PaulaJade @Oooh_Teee This playlist is sad af Paula...are you going through it?,0.10056494921445847,,,,0.04018070921301842,,oOo_Kaay,0.05528955161571503,0.059357237070798874
403,66.49304032325745,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,— solid K.S | always @Jakeviaje_ ❤️,0,,,,,0,862,812,0.05531194433569908,,0.06531605124473572,,1110552997157699586,1110552997157699586,,0.06529425084590912,,0,🇵🇭,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,20400,RT @xtianisabsent: save me from this sadness,0.10056494921445847,,,,0.04018070921301842,,mariexxbrry_,0.05528955161571503,0.059357237070798874
404,92.54648685455322,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,《Lvl 25》INFP/Rock & OST/Anime/DRAW❤️/Videogames/Multishipper/Cusplei/localcoño/Orgullo Hufflepuff 💛🐼 Bi de bizcocho 👀,0,,,,,0,319,646,0.05531194433569908,,0.06531605124473572,,1110552995954151425,1110552995954151425,,0.06529425084590912,,9,DARKNESS!!,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,14553,"RT @HellaKumii: Old people: Omg why are young people this depressed and mentally unstable you weirdos.
Old people: *Destroy our planet, cen…",0.10056494921445847,,,,0.04018070921301842,,bellatrixfarron,0.05528955161571503,0.059357237070798874
405,80.15477061271667,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,professional procrastinator,0,,,,,0,479,168,0.05531194433569908,,0.06531605124473572,,1110552998202138626,1110552998202138626,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,7503,"Ladies and gentlemen, I am sad again for unknown reasons.",0.10056494921445847,,,,0.04018070921301842,,AllanaTapado,0.05528955161571503,0.059357237070798874
406,92.57509708404541,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,"That weird chick. Artist, occasional writer; has done videos with popelickva. Sometimes, I tweet stuff!",0,,,,,0,117,498,0.05531194433569908,,0.06531605124473572,,1110552997715759109,1110552997715759109,,0.06529425084590912,,2,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,5020,RT @Nash076: Remember: *acne* is a pre-existing condition. Pregnancy is a pre-existing condition. Depression is a pre-existing condition. A…,0.10056494921445847,,,,0.04018070921301842,,MaybellMandell,0.05528955161571503,0.059357237070798874
407,77.3600161075592,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,swhs’19 🎓,0,,,,,0,924,607,0.05531194433569908,,0.06531605124473572,,1110552998101639168,1110552998101639168,,0.06529425084590912,,1,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,6061,RT @madirice_: this is one of my top 5 fav feelings lmaoo https://t.co/mkUQiwdHAm,0.10056494921445847,,,,0.04018070921301842,,vale_mtz16,0.05528955161571503,0.059357237070798874
408,77.63923406600952,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,,0,,,,,0,202,211,0.05531194433569908,,0.06531605124473572,,1110552998101409792,1110552998101409792,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,3229,RT @trumpovic02: What a fucking idiot. https://t.co/c4tkiJldVO,0.10056494921445847,,,,0.04018070921301842,,mikevanantwerp1,0.05528955161571503,0.059357237070798874
409,77.94537544250488,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,We screw up. We lose our way. Even the best of us have our off days. But still we move forward. 🌸 married life💍 dog mom🐾 9️⃣1️⃣1️⃣,0,,,,,0,377,886,0.05531194433569908,,0.06531605124473572,,1110552999049527297,1110552999049527297,,0.06529425084590912,,2,Wonderland,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,16715,RT @Kat_Kearns926: I think my entire generation has anxiety and we don’t even know why. Like it just showed up one day and was like hey I’m…,0.10056494921445847,,,,0.04018070921301842,,kayy_nayy,0.05528955161571503,0.059357237070798874
410,59.40324664115906,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,Mindset changes all the time. NSU📚#RIPChallenge #RIPCandace #Walsh3rd || Sc:devintt23,0,,,,,0,1283,661,0.05531194433569908,,0.06531605124473572,,1110552999326334976,1110552999326334976,,0.06529425084590912,,42,"DevNation, Louisiana",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,91654,Man I wish depression was cool when I was in it heavy 😑,0.10056494921445847,,,,0.04018070921301842,,TheDevin23,0.05528955161571503,0.059357237070798874
411,84.89620089530945,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,H-town til’ I Drown.,0,,,,,0,366,198,0.05531194433569908,,0.06531605124473572,,1110552998944694273,1110552998944694273,,0.06529425084590912,,1,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,13815,"If you stop worrying about what other people think and live in your mind and In your world, this shit shouldn’t aff… https://t.co/01sN2GSSKi",0.10056494921445847,,,,0.04018070921301842,,TButter46,0.05528955161571503,0.059357237070798874
412,90.30136466026306,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,Diagnostic Radiologist & Cannabis Medicine Consultant. CEO & Founder of SolaceMD Group. Views expressed are my own. Not medical advice.,0,,,,,0,537,641,0.05531194433569908,,0.06531605124473572,,1110553000261480448,1110553000261480448,,0.06529425084590912,,3,The Internets,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,623,"@drcaplan Sad case indeed, but excellent information, &amp; an instructive case.

This case underscores the need for le… https://t.co/eZpmzydBOi",0.10056494921445847,,,,0.04018070921301842,,tomfolanmd,0.05528955161571503,0.059357237070798874
413,88.83347511291504,Relational,,,Tue Mar 26 14:44:02 +0000 2019,,,"timothée chalamet, millennial baby.",0,,,,,0,10567,2130,0.05531194433569908,,0.06531605124473572,,1110553000177741825,1110553000177741825,,0.06529425084590912,,539,england,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,209826,i‘m so fucking mad and upset who else down to just go to space with me even if we die ... would it be the worst outcome?,0.10056494921445847,,,,0.04018070921301842,,kissyxchalamet,0.05528955161571503,0.059357237070798874
414,53.12851071357727,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,"Never Going Back, LongLiveDemetrius, LongLiveKingFalfa 1004🖤",0,,,,,0,471,482,0.05531194433569908,,0.06531605124473572,,1110553000454569985,1110553000454569985,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,4207,Lmao dead ass tho,0.10056494921445847,,,,0.04018070921301842,,deeemyers,0.05528955161571503,0.059357237070798874
415,90.28961062431335,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,"#jesus : jungkook eats taehyung’s phat ass every day for breakfast, lunch, and dinner. *finger guns* and that’s the tea",0,,,,,0,166,379,0.05531194433569908,,0.06531605124473572,,1110553000622374914,1110553000622374914,,0.06529425084590912,,4,нσρєѕ αи∂ ∂яєαмѕ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,13164,RT @FaithNotFate_: Hi ARMY fam. I don't really want to do this but I don't have a choice :( We are struggling financially so if anyone want…,0.10056494921445847,,,,0.04018070921301842,,singularitysere,0.05528955161571503,0.059357237070798874
416,65.85277915000916,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,•Child of God •African Superstar •Ceo of Family Tree •Multiple Mtv Award winner • Bet Nominee • Legend in the making •Pantsula4life •Bookings:nyovest@gmail.com,0,,,,,0,2167970,1316,0.05531194433569908,,0.06531605124473572,,1110553001025044480,1110553001025044480,,0.06529425084590912,,1401,Johannesburg South Africa,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,163497,God be with Zimbabwe and Mozambique. Sad news. 💔,0.10056494921445847,,,,0.04018070921301842,,casspernyovest,0.05528955161571503,0.059357237070798874
417,33.91561508178711,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,21 💁🏼,0,,,,,0,1936,1404,0.05531194433569908,,0.06531605124473572,,1110553001142439936,1110553001142439936,,0.06529425084590912,,11,"Liverpool, England",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,69362,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0.10056494921445847,,,,0.04018070921301842,,daniellaa1997,0.05528955161571503,0.059357237070798874
418,77.4891197681427,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,Born in the USA! Trolls will be blocked! Conservative and yes I love men!,0,,,,,0,68,71,0.05531194433569908,,0.06531605124473572,,1110553001536745472,1110553001536745472,,0.06529425084590912,,3,Bayern,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,5539,@conservmillen Your words are true but isn’t that sad?,0.10056494921445847,,,,0.04018070921301842,,RTC2568,0.05528955161571503,0.059357237070798874
419,88.63463997840881,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,"I just love with Mamamoo with all my heart, in fact, they might be the sole reason why I still have one. Also, stan BananaLemon. -rt bot-",0,,,,,0,262,895,0.05531194433569908,,0.06531605124473572,,1110553001595412480,1110553001595412480,,0.06529425084590912,,1,You creeps dont need to know,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,29708,"RT @byulsexual: they chose a breakup song, so byul explained the feelings of sadness and anger of it and said it’s to show people that you…",0.10056494921445847,,,,0.04018070921301842,,CraftMamamoo,0.05528955161571503,0.059357237070798874
420,83.20189714431763,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,𝑔𝓇𝑜𝓌 𝒶𝓃𝒹 𝓅𝓇𝑜𝓈𝓅𝑒𝓇,0,,,,,0,888,698,0.05531194433569908,,0.06531605124473572,,1110553002476072960,1110553002476072960,,0.06529425084590912,,0,eastside,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,8185,RT @Alohaxmaine: Losing your appetite bcs you're sad is the worst.,0.10056494921445847,,,,0.04018070921301842,,elluhmhir,0.05528955161571503,0.059357237070798874
421,57.343894243240356,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,"sorry, i garang macam kucing",0,,,,,0,185,279,0.05531194433569908,,0.06531605124473572,,1110553002325078016,1110553002325078016,,0.06529425084590912,,1,scorpio,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,17158,RT @AinaaYamen: “Five Feet Apart” if you want/ really need to cry sampai hidung tersumbat :’)) go watch this movie. especially for who so e…,0.10056494921445847,,,,0.04018070921301842,,_nemsss,0.05528955161571503,0.059357237070798874
422,90.36454558372498,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,Check out my book: @royalblackbook Check out my events: @strictly2kparty & @socaforeverja,0,,,,,0,6131,2149,0.05531194433569908,,0.06531605124473572,,1110553003038257152,1110553003038257152,,0.06529425084590912,,84,Jamaica,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,116465,Failure is part of the journey. I rather try and fail than half try and fail or don't try and fail.,0.10056494921445847,,,,0.04018070921301842,,ibkonteh,0.05528955161571503,0.059357237070798874
423,91.64354801177979,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,hey there bud,0,,,,,0,120,224,0.05531194433569908,,0.06531605124473572,,1110553003314933765,1110553003314933765,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,3789,"RT @AeneaMateo: rt if you've ever:

- self-harmed
- attempted suicide
- been to a therapist
- cancelled on things because you don't have th…",0.10056494921445847,,,,0.04018070921301842,,carish17,0.05528955161571503,0.059357237070798874
424,93.31668019294739,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,"Litigation, governance & ERM lawyer - business, real estate, trusts, estates, administrations & elder protection. Boards & audit committees.",0,,,,,0,746,1038,0.05531194433569908,,0.06531605124473572,,1110553003868602368,1110553003868602368,,0.06529425084590912,,37,"Menlo Park, CA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2430,"RT @ElderCareTeam: Q5. Mental and behavioral health tend to be under addressed in older adults; yet, increasing numbers of older adults exp…",0.10056494921445847,,,,0.04018070921301842,,DavidTateEsq,0.05528955161571503,0.059357237070798874
425,57.2137713432312,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,UWL 23 Ironman Triathlete & Powerlifter. How could a heart like yours ever love a heart like mine? SC:karlie.kiel7 IG:karlie.kiel7,0,,,,,0,633,629,0.05531194433569908,,0.06531605124473572,,1110553004095221760,1110553004095221760,,0.06529425084590912,,31,"La Crosse, WI",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,30161,I didn’t need this in my life rn thank you,0.10056494921445847,,,,0.04018070921301842,,k_k_kittykat,0.05528955161571503,0.059357237070798874
426,90.4036819934845,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,"Love for our Family, our Nation, our Homeland, our History, our Culture, is not hate of others #Identity #Responsibility #Sovereignty #Liberty",0,,,,,0,11397,10916,0.05531194433569908,,0.06531605124473572,,1110553004346769409,1110553004346769409,,0.06529425084590912,,302,"France, Europa, USA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,410137,"RT @ATX_PATRIOT: 🗣No consequences 
🗣A New LIE will happen
🗣Another Soros Foundation grant

History proves this - #CNN has been doing this f…",0.10056494921445847,,,,0.04018070921301842,,StefanVersac,0.05528955161571503,0.059357237070798874
427,61.04023456573486,Relational,,,Tue Mar 26 14:44:03 +0000 2019,,,People suck. 💖 Virgo 💖,0,,,,,0,14,64,0.05531194433569908,,0.06531605124473572,,1110553004418187264,1110553004418187264,,0.06529425084590912,,1,"Atlanta, GA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,228,RT @darwinlechler: I hate when ppl say “We gotta talk later” like bitch tell me now I got anxiety,0.10056494921445847,,,,0.04018070921301842,,Angelin56062379,0.05528955161571503,0.059357237070798874
428,90.433269739151,Relational,,,Tue Mar 26 14:44:04 +0000 2019,,,"🕯My heaven boy🕯
Eyes can't shine unless there's something burning bright behind 
Creating Short stories of Seth and Ethan Memorial moments that I just make up",0,,,,,0,292,552,0.05531194433569908,,0.06531605124473572,,1110553004480987136,1110553004480987136,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,4022,RT @softsadsatan: my brain is so dumb n mean n sad she needs to shut the fuck up for ONCE please,0.10056494921445847,,,,0.04018070921301842,,PatriceCooperL,0.05528955161571503,0.059357237070798874
429,91.45290851593018,Relational,,,Tue Mar 26 14:44:04 +0000 2019,,,"And yes, I'm a Fan Girl",0,,,,,0,2,38,0.05531194433569908,,0.06531605124473572,,1110553005672194048,1110553005672194048,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,160,"RT @protegosuzy: We as fans or haters are in one same area: we NEVER KNOW the truth behind this entertainment world.

Don't EVER judge some…",0.10056494921445847,,,,0.04018070921301842,,theYannah,0.05528955161571503,0.059357237070798874
430,64.24939632415771,Relational,,,Tue Mar 26 14:44:04 +0000 2019,,,chajinyoon's baby girl ♡ | twin @minhyukisses_ ✨,0,,,,,0,748,394,0.05531194433569908,,0.06531605124473572,,1110553004879417345,1110553004879417345,,0.06529425084590912,,4,010319 poks | 012919 first 🏆,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,15508,"everytime that i am feeling down, i always open my phone and scroll to look for jinjin. he is such an angel that i… https://t.co/f34qnWRFrp",0.10056494921445847,,,,0.04018070921301842,,__asstro,0.05528955161571503,0.059357237070798874
431,74.09110069274902,Relational,,,Tue Mar 26 14:44:04 +0000 2019,,,"Play stupid games, win stupid prizes UT 🚀 2021 ~ΘΧ~",0,,,,,0,903,1483,0.05531194433569908,,0.06531605124473572,,1110553006582435841,1110553006582435841,,0.06529425084590912,,3,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,8679,I’m really upset I don’t have cable cause sometimes I like to watch the news,0.10056494921445847,,,,0.04018070921301842,,Kgro363,0.05528955161571503,0.059357237070798874
432,81.46438002586365,Relational,,,Tue Mar 26 14:44:04 +0000 2019,,,steph/stevie. 25 years. she/they. sometimes I draw and write. i like ignoct. 🎣❤️🍴,0,,,,,0,22,254,0.05531194433569908,,0.06531605124473572,,1110553006397894658,1110553006397894658,,0.06529425084590912,,1,"Indiana, USA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2383,But I’m still sad cause I still miss my dog and I always wanted him to have a little brother and part of me feels l… https://t.co/LhDrPfnFip,0.10056494921445847,,,,0.04018070921301842,,stevicrown,0.05528955161571503,0.059357237070798874
433,91.57711863517761,Relational,,,Tue Mar 26 14:44:04 +0000 2019,,,,0,,,,,0,479,392,0.05531194433569908,,0.06531605124473572,,1110553007895310337,1110553007895310337,,0.06529425084590912,,9,"Harrisburg, PA ",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,62784,RT @MarketWatch: U.S. consumer-confidence decline is latest sign of rising economic anxiety https://t.co/4OSTYjt9G7,0.10056494921445847,,,,0.04018070921301842,,ed080850,0.05528955161571503,0.059357237070798874
434,83.84104371070862,Relational,,,Tue Mar 26 14:44:04 +0000 2019,,,Just an average guy living an awesome life!!!!,0,,,,,0,249,623,0.05531194433569908,,0.06531605124473572,,1110553007853367299,1110553007853367299,,0.06529425084590912,,2,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,634,"RT @amahnke: The hardest working, most committed, and disciplined people I know still suffer from depression. Not by choice.

Tweets that b…",0.10056494921445847,,,,0.04018070921301842,,karrman89,0.05528955161571503,0.059357237070798874
435,91.64803624153137,Relational,,,Tue Mar 26 14:44:05 +0000 2019,,,,0,,,,,0,1732,686,0.05531194433569908,,0.06531605124473572,,1110553008767524865,1110553008767524865,,0.06529425084590912,,13,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,83683,RT @jcaayy: Fighting depression is one of the hardest things. I truly believe only the strong survive.,0.10056494921445847,,,,0.04018070921301842,,abaaaabyy,0.05528955161571503,0.059357237070798874
436,91.64354205131531,Relational,,,Tue Mar 26 14:44:05 +0000 2019,,,mood is lisa,0,,,,,0,1142,205,0.05531194433569908,,0.06531605124473572,,1110553008826269697,1110553008826269697,,0.06529425084590912,,4,"Kota Kinabalu, Sabah",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,44557,"RT @AeneaMateo: rt if you've ever:

- self-harmed
- attempted suicide
- been to a therapist
- cancelled on things because you don't have th…",0.10056494921445847,,,,0.04018070921301842,,alessmoj,0.05528955161571503,0.059357237070798874
437,49.315428733825684,Relational,,,Tue Mar 26 14:44:01 +0000 2019,,,out here living,0,,,,,0,203,119,0.05531194433569908,,0.06531605124473572,,1110552993181638656,1110552993181638656,,0.06529425084590912,,1,Atlanta,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,12855,RT @mrgoodbeard__: Y’all got a weird obsession with depression on here. https://t.co/yH7KuGpYaO,0.10056494921445847,,,,0.04018070921301842,,ericsnooze,0.05528955161571503,0.059357237070798874
438,82.19654560089111,Relational,,,Tue Mar 26 14:44:05 +0000 2019,,,God first 🌱 Artist & Aspiring Model,0,,,,,0,644,466,0.05531194433569908,,0.06531605124473572,,1110553009728221185,1110553009728221185,,0.06529425084590912,,11,London,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,11352,RT @Its_Not_Abdi: Its actually sad to see how little coverage there has been on this https://t.co/nUWY1D1IHW,0.10056494921445847,,,,0.04018070921301842,,TrustInJess,0.05528955161571503,0.059357237070798874
439,55.24962544441223,Relational,,,Tue Mar 26 14:44:05 +0000 2019,,,LP1 track 9 | we're all a little bit gay | fan acc,0,,,,,0,1449,719,0.05531194433569908,,0.06531605124473572,,1110553010311032832,1110553010311032832,,0.06529425084590912,,49,+63 🏳️‍🌈 | planet greebus ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,31062,"BY THE BRIDGE
guitar jud huhu
story is kinda sad tho 
drums come in oof
not a fave but will probs make sense when i read the book",0.10056494921445847,,,,0.04018070921301842,,wokeupnjpn,0.05528955161571503,0.059357237070798874
